gene_names	FPKM_data	spot_count	pixel_count	mean_pixels	mean_closest_distance	property	gene_or_blank
Aatk	35.685	1289.0	4114.0	3.191621411947246	0.3838114999215505	0.5668514864580261	gene
Ranbp2	6.57	1287.0	3864.0	3.0023310023310024	0.39227816709601565	0.5658845299018659	gene
Cdk19	12.895	1282.0	3328.0	2.5959438377535102	0.4024419178902639	0.5787222348908098	gene
Sdk1	1.43	1277.0	3112.0	2.4369616288175413	0.405160570727774	0.45696050265483773	gene
Rnf144b	3.52	1241.0	4084.0	3.2908944399677678	0.37764609898097995	0.5465573585888206	gene
Tbl1xr1	11.175	1226.0	3422.0	2.7911908646003263	0.3933784412155762	0.5603107500646715	gene
Megf8	8.345	1214.0	3053.0	2.514827018121911	0.39827697303711607	0.40430825611421445	gene
Slit3	3.89	1212.0	3312.0	2.732673267326733	0.39773244263817814	0.4927525997264319	gene
Blank6	0.0	1207.0	2872.0	2.3794531897265947	0.4017879463465746	0.4098237704004345	blank
Plxnb2	14.235	1180.0	3325.0	2.8177966101694913	0.3916749792706871	0.46620036840651213	gene
Il4ra	1.075	1157.0	2728.0	2.3578219533275715	0.41306961028405437	0.4150752984876167	gene
Pck1	0.03	1126.0	2617.0	2.3241563055062167	0.4091991272161971	0.4549626255122259	gene
Scube1	13.45	1125.0	2742.0	2.437333333333333	0.4040431397050039	0.4375474807224992	gene
Alms1	1.265	1124.0	2795.0	2.486654804270463	0.41274870757789567	0.5304545003264667	gene
Hs3st3b1	1.515	1123.0	2822.0	2.5129118432769366	0.3980111762419803	0.4663547055703024	gene
Hnf1b	0.04	1120.0	2577.0	2.3008928571428573	0.40914148716890836	0.4429718055140469	gene
Blank2	0.0	1096.0	2617.0	2.3877737226277373	0.40971889932282113	0.4998797502664753	blank
Fastkd2	1.445	1037.0	2659.0	2.5641272902603665	0.4014441936488243	0.4628139141010963	gene
Itga4	1.455	1035.0	2487.0	2.402898550724638	0.40274896688521766	0.46432159010267154	gene
Hecw2	3.125	1016.0	2496.0	2.456692913385827	0.4081818242038874	0.5089449478220202	gene
Egflam	1.035	1014.0	2379.0	2.3461538461538463	0.4126182151006419	0.41506847442791	gene
Enpp4	4.82	1004.0	2909.0	2.897410358565737	0.39252725510987	0.5399012718425583	gene
Flii	19.51	1002.0	2840.0	2.834331337325349	0.39222778071611114	0.5561490909402973	gene
Pigr	0.03	996.0	2266.0	2.2751004016064256	0.407785530603431	0.3964764991621127	gene
Ccdc88b	0.465	995.0	2491.0	2.5035175879396987	0.40473757411407013	0.5078136124723485	gene
C3ar1	0.53	989.0	2319.0	2.34479271991911	0.4106297635588258	0.43944374899366495	gene
Vps13c	3.26	976.0	2430.0	2.4897540983606556	0.4051782465043962	0.44111529832197577	gene
Blank5	0.0	963.0	2310.0	2.398753894080997	0.4121952765459641	0.5117738330781644	blank
Gpc1	18.35	944.0	2326.0	2.4639830508474576	0.398401788990491	0.46777753436306774	gene
Setbp1	4.335	919.0	2418.0	2.631120783460283	0.39629513731950566	0.4927909669950201	gene
Pecam1	7.43	914.0	2922.0	3.1969365426695844	0.38607110450449833	0.5364509197948655	gene
Ankrd26	2.895	877.0	2416.0	2.7548460661345495	0.3936011309143903	0.5387065461685733	gene
Cnnm1	15.8	876.0	2284.0	2.6073059360730593	0.3951098057257151	0.47477929878568853	gene
Tbx3	0.665	846.0	1984.0	2.3451536643026003	0.41063720457232883	0.4463541691940136	gene
Des	1.015	846.0	2103.0	2.4858156028368796	0.40451173170976806	0.4911777027137428	gene
Wdr19	5.355	843.0	2664.0	3.1601423487544484	0.3875677645929893	0.5851396453468481	gene
Plag1	0.7	778.0	2033.0	2.613110539845758	0.4050778970425543	0.4856110473634162	gene
Zfp870	1.98	727.0	1870.0	2.5722145804676755	0.40074603949706744	0.5223897751625596	gene
Lrrc16b	16.845	717.0	2090.0	2.9149232914923293	0.3938375432468236	0.557754392204507	gene
Scap	16.15	705.0	1798.0	2.550354609929078	0.3988100222660424	0.5310514246645163	gene
Dync2h1	2.215	684.0	1853.0	2.7090643274853803	0.3937266976791496	0.5551419059166762	gene
Ammecr1	0.81	669.0	1652.0	2.469357249626308	0.40935625172815215	0.4905012386501781	gene
Blank1	0.0	668.0	1605.0	2.4026946107784433	0.41028570467553394	0.458836910994243	blank
Tmed8	8.305	666.0	1811.0	2.719219219219219	0.3923202681200944	0.4935588078624233	gene
Blank7	0.0	641.0	1455.0	2.269890795631825	0.41233780695267414	0.4175936607367014	blank
Kif7	1.41	598.0	1454.0	2.431438127090301	0.41172315044960406	0.4659499525891341	gene
Rasa1	10.155	595.0	1604.0	2.6957983193277313	0.3999140966018287	0.5482720608503217	gene
Sptlc2	3.6	585.0	1406.0	2.4034188034188033	0.4085104790762985	0.4780837584874652	gene
Abcc3	0.535	585.0	1316.0	2.2495726495726496	0.405954976253259	0.4371516557093853	gene
Lrtm1	0.0	583.0	1345.0	2.307032590051458	0.41192384272201993	0.4567836025707705	gene
Vwa8	7.155	567.0	1537.0	2.710758377425044	0.3944001974958123	0.5111051883889246	gene
Zfp174	1.28	567.0	1271.0	2.241622574955908	0.40413577365341885	0.4248819590326313	gene
Atp8b5	0.295	565.0	1284.0	2.2725663716814157	0.41679746769207776	0.42056639751372316	gene
Cps1	0.06	555.0	1270.0	2.2882882882882885	0.41649846962589104	0.4351173859262181	gene
Zfp560	1.635	520.0	1180.0	2.269230769230769	0.4097606901991427	0.4157961669652298	gene
Prrg3	8.865	507.0	1511.0	2.980276134122288	0.3878156915341152	0.5726952753589037	gene
Lrat	0.065	476.0	1159.0	2.4348739495798317	0.40642760240662834	0.45593349128887223	gene
Zxdb	4.735	445.0	1328.0	2.9842696629213483	0.38557258363351066	0.4870370540237348	gene
Ggt1	1.43	419.0	1075.0	2.5656324582338903	0.4023294853616226	0.4814562661102338	gene
Dsg1c	0.015	396.0	896.0	2.2626262626262625	0.4163317997045773	0.42552397225468824	gene
Lama3	3.255	315.0	711.0	2.257142857142857	0.4048259733285013	0.42477705136521204	gene
Rhbdd2	12.635	313.0	746.0	2.3833865814696487	0.40559770176286347	0.4374936698880285	gene
Col4a4	0.125	288.0	632.0	2.1944444444444446	0.41214365496152006	0.38014944490940344	gene
Paqr9	6.015	214.0	535.0	2.5	0.4041007392088864	0.5113185487071051	gene
Hnf4a	0.0	170.0	373.0	2.1941176470588237	0.4156690218822134	0.40284518496884775	gene
